#NUMBER OF AGES=1 MAGS=10
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.2826 2.3222E-02 5.2928E-03  0.00   0.00
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: Bessell UBV(RI)c + 2MASS JHKs + Kepler (Vega)
#AGE= 2.000 EEPS=274
#EEP   M/Mo    LogTeff  LogG   LogL/Lo U       B       V       R       I       J       H       Ks      Kp      D51     
  71  0.908498  3.8115  4.3889  0.2067  4.6844  4.7227  4.2350  3.9511  3.6866  3.3592  3.1387  3.1113  4.0532  4.3501
  72  0.916134  3.8131  4.3789  0.2266  4.6232  4.6652  4.1841  3.9032  3.6413  3.3175  3.1000  3.0730  4.0042  4.2976
  73  0.924788  3.8147  4.3672  0.2491  4.5555  4.6011  4.1267  3.8490  3.5899  3.2699  3.0557  3.0291  3.9487  4.2384
  74  0.934501  3.8165  4.3538  0.2741  4.4816  4.5304  4.0629  3.7886  3.5326  3.2166  3.0059  2.9796  3.8871  4.1728
  75  0.945280  3.8183  4.3389  0.3012  4.4026  4.4542  3.9937  3.7230  3.4701  3.1583  2.9511  2.9252  3.8201  4.1018
  76  0.958404  3.8202  4.3208  0.3329  4.3121  4.3660  3.9129  3.6459  3.3965  3.0890  2.8856  2.8600  3.7417  4.0190
  77  0.975394  3.8222  4.2962  0.3732  4.2003  4.2559  3.8106  3.5475  3.3017  2.9987  2.7994  2.7741  3.6418  3.9146
  78  0.992952  3.8241  4.2722  0.4126  4.0922  4.1481  3.7105  3.4515  3.2095  2.9108  2.7155  2.6906  3.5444  3.8125
  79  1.004488  3.8256  4.2582  0.4373  4.0231  4.0790  3.6473  3.3915  3.1524  2.8570  2.6647  2.6402  3.4832  3.7478
  80  1.013923  3.8268  4.2481  0.4566  3.9685  4.0236  3.5977  3.3452  3.1092  2.8170  2.6275  2.6034  3.4357  3.6966
  81  1.021292  3.8279  4.2402  0.4718  3.9253  3.9793  3.5584  3.3089  3.0757  2.7860  2.5989  2.5754  3.3982  3.6559
  82  1.025527  3.8284  4.2356  0.4804  3.9011  3.9543  3.5361  3.2882  3.0565  2.7682  2.5823  2.5591  3.3769  3.6329
  83  1.029414  3.8290  4.2312  0.4886  3.8780  3.9305  3.5149  3.2685  3.0384  2.7514  2.5667  2.5438  3.3567  3.6110
  84  1.033376  3.8294  4.2267  0.4966  3.8556  3.9074  3.4941  3.2491  3.0202  2.7344  2.5508  2.5281  3.3368  3.5896
  85  1.037443  3.8299  4.2221  0.5048  3.8332  3.8843  3.4731  3.2294  3.0018  2.7171  2.5345  2.5121  3.3166  3.5681
  86  1.041541  3.8303  4.2171  0.5130  3.8108  3.8611  3.4519  3.2093  2.9828  2.6991  2.5175  2.4952  3.2961  3.5463
  87  1.045749  3.8306  4.2117  0.5215  3.7882  3.8378  3.4302  3.1886  2.9630  2.6800  2.4992  2.4770  3.2750  3.5242
