#AGE= 7.000 EEPS=268
#EEP   M/Mo    LogTeff  LogG   LogL/Lo U       B       V       R       I       J       H       Ks      Kp      D51     
  72  0.655780  3.7366  4.5675 -0.4130  7.1676  6.7017  5.8938  5.4672  5.0945  4.5693  4.1899  4.1432  5.6165  6.1196
  73  0.659791  3.7386  4.5621 -0.3970  7.0924  6.6464  5.8480  5.4263  5.0568  4.5377  4.1631  4.1173  5.5742  6.0691
  74  0.663768  3.7405  4.5566 -0.3812  7.0189  6.5920  5.8030  5.3859  5.0195  4.5062  4.1362  4.0914  5.5325  6.0196
  75  0.667699  3.7424  4.5510 -0.3655  6.9470  6.5387  5.7587  5.3461  4.9827  4.4750  4.1095  4.0655  5.4914  5.9711
  76  0.671588  3.7442  4.5453 -0.3500  6.8769  6.4864  5.7152  5.3068  4.9463  4.4441  4.0830  4.0396  5.4509  5.9236
  77  0.675412  3.7460  4.5396 -0.3347  6.8089  6.4353  5.6726  5.2682  4.9105  4.4136  4.0565  4.0139  5.4111  5.8772
  78  0.679176  3.7477  4.5337 -0.3197  6.7428  6.3853  5.6308  5.2303  4.8752  4.3833  4.0302  3.9884  5.3721  5.8319
  79  0.682868  3.7493  4.5278 -0.3049  6.6789  6.3366  5.5899  5.1932  4.8406  4.3535  4.0042  3.9630  5.3338  5.7878
  80  0.686487  3.7509  4.5219 -0.2904  6.6171  6.2891  5.5500  5.1568  4.8066  4.3242  3.9785  3.9379  5.2963  5.7448
  81  0.690021  3.7524  4.5159 -0.2762  6.5575  6.2430  5.5111  5.1212  4.7734  4.2953  3.9530  3.9131  5.2597  5.7030
  82  0.693542  3.7538  4.5098 -0.2620  6.4989  6.1974  5.4725  5.0858  4.7402  4.2663  3.9274  3.8880  5.2233  5.6615
  83  0.696961  3.7553  4.5037 -0.2482  6.4422  6.1530  5.4350  5.0513  4.7079  4.2381  3.9023  3.8636  5.1879  5.6214
  84  0.700282  3.7566  4.4976 -0.2347  6.3880  6.1103  5.3986  5.0178  4.6765  4.2104  3.8776  3.8394  5.1535  5.5825
  85  0.703512  3.7579  4.4916 -0.2216  6.3354  6.0687  5.3631  4.9851  4.6458  4.1833  3.8533  3.8156  5.1199  5.5448
  86  0.706658  3.7591  4.4856 -0.2087  6.2846  6.0282  5.3285  4.9531  4.6157  4.1567  3.8294  3.7921  5.0871  5.5080
  87  0.709730  3.7603  4.4795 -0.1960  6.2354  5.9888  5.2947  4.9218  4.5862  4.1304  3.8057  3.7689  5.0550  5.4721
  88  0.712736  3.7614  4.4734 -0.1836  6.1877  5.9503  5.2616  4.8911  4.5572  4.1045  3.7823  3.7458  5.0235  5.4370
  89  0.715679  3.7625  4.4673 -0.1714  6.1412  5.9126  5.2291  4.8609  4.5286  4.0790  3.7591  3.7230  4.9925  5.4026
  90  0.718570  3.7635  4.4612 -0.1594  6.0960  5.8757  5.1971  4.8311  4.5005  4.0537  3.7361  3.7004  4.9621  5.3689
  91  0.721405  3.7645  4.4551 -0.1475  6.0520  5.8396  5.1657  4.8018  4.4727  4.0286  3.7132  3.6779  4.9321  5.3359
